ShipmentID,Product,Quantity,UnitCost,Supplier,Warehouse,ShipmentDate,TransportMode,Destination,Status,DeliveryDate
SHP00249,Monitor,456,1344.21,GadgetPro,WH-A,10-06-2023,Air,Chicago,Delayed,16-06-2023
SHP00250,Tablet,399,658.2,NetSys,WH-C,05-01-2023,Rail,Los Angeles,In Transit,15-01-2023
SHP00251,Laptop,169,1181.53,TechCorp,WH-A,19-03-2023,Truck,New York,In Transit,23-03-2023
SHP00252,Monitor,358,740.69,GadgetPro,WH-A,01-04-2023,Air,Chicago,Delivered,09-04-2023
SHP00253,Monitor,52,771.43,NetSys,WH-C,28-03-2023,Rail,Phoenix,In Transit,06-04-2023
SHP00254,Tablet,263,346.79,Digitron,WH-A,27-09-2023,Air,Los Angeles,Delayed,07-10-2023
SHP00255,Laptop,139,907.14,Innovatek,WH-B,14-04-2023,Truck,New York,Delivered,19-04-2023
SHP00256,Tablet,69,319.9,GadgetPro,WH-C,05-12-2023,Rail,Houston,In Transit,07-12-2023
SHP00257,Laptop,160,530.77,TechCorp,WH-B,24-06-2023,Rail,Los Angeles,In Transit,30-06-2023
SHP00258,Keyboard,476,1289.79,Digitron,WH-A,23-02-2023,Rail,New York,Delayed,03-03-2023
SHP00259,Phone,296,350.26,NetSys,WH-A,30-07-2023,Air,Houston,Delivered,04-08-2023
SHP00260,Phone,14,153.18,Innovatek,WH-C,05-04-2023,Air,New York,In Transit,06-04-2023
SHP00261,Phone,476,150.06,TechCorp,WH-A,11-08-2023,Truck,Houston,In Transit,19-08-2023
SHP00262,Tablet,427,1414.14,NetSys,WH-C,09-01-2023,Ship,Houston,Delayed,18-01-2023
SHP00263,Keyboard,275,785.03,NetSys,WH-C,22-02-2023,Rail,Houston,Delivered,23-02-2023
SHP00264,Laptop,354,643.65,GadgetPro,WH-C,18-03-2023,Rail,New York,Delivered,26-03-2023
SHP00265,Monitor,139,1225.77,GadgetPro,WH-C,25-07-2023,Truck,Houston,Delivered,04-08-2023
SHP00266,Laptop,391,1261.95,TechCorp,WH-C,12-11-2023,Rail,Los Angeles,Delivered,14-11-2023
SHP00267,Monitor,276,531.68,NetSys,WH-B,29-10-2023,Air,Phoenix,Delayed,02-11-2023
SHP00268,Laptop,187,1055.75,GadgetPro,WH-C,06-11-2023,Air,Phoenix,In Transit,08-11-2023
SHP00269,Keyboard,262,1168.13,Innovatek,WH-B,26-11-2023,Rail,Houston,In Transit,28-11-2023
SHP00270,Monitor,424,999.24,Innovatek,WH-A,22-04-2023,Rail,Phoenix,Delivered,02-05-2023
SHP00271,Tablet,65,269.81,NetSys,WH-C,17-12-2023,Air,Phoenix,Delivered,20-12-2023
SHP00272,Laptop,472,1320.03,GadgetPro,WH-A,14-06-2023,Rail,Houston,Delivered,22-06-2023
SHP00273,Laptop,466,831.69,TechCorp,WH-C,06-10-2023,Air,Houston,In Transit,10-10-2023
SHP00274,Monitor,480,459.59,TechCorp,WH-B,27-01-2023,Ship,Los Angeles,In Transit,03-02-2023
SHP00275,Tablet,92,666.58,TechCorp,WH-B,11-03-2023,Ship,Chicago,Delivered,21-03-2023
SHP00276,Tablet,402,104.48,Innovatek,WH-B,06-08-2023,Rail,New York,Delayed,09-08-2023
SHP00277,Keyboard,108,235.41,GadgetPro,WH-A,31-12-2023,Rail,Houston,In Transit,10-01-2024
SHP00278,Tablet,158,1160.04,GadgetPro,WH-C,08-07-2023,Rail,Houston,In Transit,11-07-2023
SHP00279,Tablet,338,50.02,Innovatek,WH-A,29-11-2023,Air,Phoenix,Delivered,01-12-2023
SHP00280,Tablet,165,654.02,TechCorp,WH-B,02-11-2023,Ship,Los Angeles,Delayed,08-11-2023
SHP00281,Phone,199,807.64,TechCorp,WH-A,04-05-2023,Ship,Phoenix,Delivered,10-05-2023
SHP00282,Keyboard,380,129.22,NetSys,WH-B,19-01-2023,Truck,Houston,Delivered,20-01-2023
SHP00283,Laptop,272,1460.96,Digitron,WH-B,14-09-2023,Truck,Houston,Delayed,21-09-2023
SHP00284,Monitor,89,377.88,GadgetPro,WH-B,23-10-2023,Rail,Phoenix,Delayed,27-10-2023
SHP00285,Laptop,409,491.09,GadgetPro,WH-C,22-01-2023,Air,Houston,Delayed,25-01-2023
SHP00286,Keyboard,261,490.72,GadgetPro,WH-C,09-02-2023,Rail,Chicago,In Transit,17-02-2023
SHP00287,Monitor,106,384.1,Digitron,WH-B,07-02-2023,Ship,New York,Delivered,09-02-2023
SHP00288,Keyboard,269,52.14,NetSys,WH-A,17-02-2023,Rail,New York,In Transit,26-02-2023
SHP00289,Tablet,269,1107.55,Digitron,WH-A,02-07-2023,Rail,New York,Delayed,10-07-2023
SHP00290,Monitor,112,1451.93,TechCorp,WH-C,16-03-2023,Ship,Chicago,In Transit,24-03-2023
SHP00291,Tablet,49,375.23,TechCorp,WH-B,28-07-2023,Ship,Houston,Delayed,31-07-2023
SHP00292,Laptop,282,1011.42,GadgetPro,WH-A,02-07-2023,Ship,Phoenix,Delayed,06-07-2023
SHP00293,Laptop,110,1125.75,Innovatek,WH-B,17-04-2023,Ship,Los Angeles,Delivered,19-04-2023
SHP00294,Monitor,368,1280.22,GadgetPro,WH-A,07-07-2023,Truck,Houston,Delivered,09-07-2023
SHP00295,Monitor,389,662.81,Innovatek,WH-C,21-09-2023,Air,Chicago,Delivered,25-09-2023
SHP00296,Keyboard,317,489.25,Digitron,WH-B,27-03-2023,Air,Chicago,In Transit,02-04-2023
SHP00297,Keyboard,230,521.68,TechCorp,WH-B,20-11-2023,Ship,New York,Delivered,25-11-2023
SHP00298,Tablet,317,1083.3,Innovatek,WH-A,27-11-2023,Air,Houston,Delayed,28-11-2023
SHP00299,Monitor,429,1234.33,Digitron,WH-A,17-05-2023,Air,New York,Delivered,27-05-2023
SHP00300,Laptop,133,313.34,TechCorp,WH-A,12-12-2023,Air,Los Angeles,In Transit,13-12-2023
SHP00301,Keyboard,431,587.86,Innovatek,WH-B,02-12-2023,Air,New York,Delivered,08-12-2023
SHP00302,Keyboard,240,1357.81,GadgetPro,WH-C,05-04-2023,Ship,Los Angeles,Delivered,08-04-2023
SHP00303,Laptop,187,1219.71,GadgetPro,WH-C,22-11-2023,Rail,Chicago,Delivered,25-11-2023
SHP00304,Keyboard,72,1478.04,GadgetPro,WH-A,02-09-2023,Rail,New York,In Transit,09-09-2023
SHP00305,Tablet,494,1143.66,Digitron,WH-C,31-03-2023,Rail,New York,Delayed,01-04-2023
SHP00306,Monitor,125,620.13,GadgetPro,WH-A,28-02-2023,Truck,Phoenix,Delayed,01-03-2023
SHP00307,Laptop,200,906.42,NetSys,WH-C,28-01-2023,Air,Chicago,Delayed,07-02-2023
SHP00308,Monitor,71,1008.47,TechCorp,WH-B,13-03-2023,Ship,Phoenix,Delivered,16-03-2023
SHP00309,Keyboard,265,163.76,Digitron,WH-A,27-09-2023,Ship,Los Angeles,Delivered,05-10-2023
SHP00310,Keyboard,492,839.52,GadgetPro,WH-C,24-01-2023,Truck,Los Angeles,In Transit,25-01-2023
SHP00311,Laptop,16,1078.52,TechCorp,WH-B,22-04-2023,Ship,Chicago,Delayed,02-05-2023
SHP00312,Tablet,164,292.62,Innovatek,WH-C,27-10-2023,Rail,Los Angeles,Delivered,31-10-2023
SHP00313,Phone,101,1181.92,GadgetPro,WH-B,25-02-2023,Truck,Chicago,Delivered,06-03-2023
SHP00314,Laptop,479,896.47,TechCorp,WH-B,11-08-2023,Ship,Los Angeles,Delivered,15-08-2023
SHP00315,Phone,23,1430.72,NetSys,WH-C,30-04-2023,Truck,Houston,In Transit,10-05-2023
SHP00316,Phone,464,111.51,Innovatek,WH-C,28-06-2023,Truck,New York,Delayed,06-07-2023
SHP00317,Tablet,238,434.72,NetSys,WH-B,15-10-2023,Ship,Houston,In Transit,22-10-2023
SHP00318,Phone,95,922.25,TechCorp,WH-B,08-10-2023,Rail,Chicago,Delayed,11-10-2023
SHP00319,Phone,142,480.01,NetSys,WH-B,08-07-2023,Ship,Chicago,Delayed,15-07-2023
SHP00320,Tablet,192,1085.92,TechCorp,WH-A,07-03-2023,Air,Houston,Delivered,14-03-2023
SHP00321,Phone,395,1150.56,TechCorp,WH-B,25-10-2023,Air,New York,Delivered,04-11-2023
SHP00322,Phone,71,198.65,NetSys,WH-A,06-09-2023,Ship,New York,Delivered,09-09-2023
SHP00323,Phone,228,795.09,TechCorp,WH-B,17-03-2023,Rail,Phoenix,Delivered,19-03-2023
SHP00324,Laptop,414,787.89,GadgetPro,WH-A,17-05-2023,Air,Los Angeles,Delivered,26-05-2023
SHP00325,Laptop,255,585.46,TechCorp,WH-B,13-06-2023,Air,Phoenix,Delayed,14-06-2023
SHP00326,Laptop,239,1402.74,Digitron,WH-B,21-08-2023,Ship,New York,Delivered,28-08-2023
SHP00327,Tablet,88,1249.88,TechCorp,WH-B,12-09-2023,Ship,Houston,Delivered,16-09-2023
SHP00328,Keyboard,158,1060.95,Digitron,WH-C,21-10-2023,Ship,Los Angeles,In Transit,23-10-2023
SHP00329,Phone,147,1085.77,TechCorp,WH-C,19-06-2023,Truck,Houston,In Transit,21-06-2023
SHP00330,Phone,480,719.49,TechCorp,WH-B,13-11-2023,Truck,Phoenix,Delayed,21-11-2023
SHP00331,Tablet,323,1385.44,NetSys,WH-A,23-06-2023,Truck,Chicago,Delayed,30-06-2023
SHP00332,Phone,385,1057.16,GadgetPro,WH-A,11-12-2023,Ship,Houston,In Transit,18-12-2023
SHP00333,Laptop,432,1107.02,GadgetPro,WH-B,18-01-2023,Rail,Phoenix,In Transit,23-01-2023
SHP00334,Keyboard,398,1299.45,Innovatek,WH-C,11-03-2023,Air,Phoenix,Delivered,21-03-2023
SHP00335,Monitor,74,447.4,NetSys,WH-A,04-12-2023,Truck,Phoenix,Delivered,12-12-2023
SHP00336,Phone,22,1220.25,NetSys,WH-C,26-04-2023,Rail,Chicago,Delayed,28-04-2023
SHP00337,Laptop,222,333.1,GadgetPro,WH-A,21-03-2023,Ship,Chicago,In Transit,23-03-2023
SHP00338,Monitor,483,550.75,NetSys,WH-B,15-01-2023,Truck,Chicago,Delayed,20-01-2023
SHP00339,Keyboard,251,536.64,GadgetPro,WH-C,25-06-2023,Ship,Los Angeles,Delivered,26-06-2023
SHP00340,Monitor,222,1468.86,NetSys,WH-A,26-09-2023,Rail,Chicago,Delayed,02-10-2023
SHP00341,Laptop,190,1291.98,TechCorp,WH-B,29-04-2023,Truck,Chicago,Delayed,03-05-2023
SHP00342,Monitor,347,1066.7,GadgetPro,WH-B,26-10-2023,Truck,Chicago,Delayed,01-11-2023
SHP00343,Tablet,494,1104.23,GadgetPro,WH-B,07-07-2023,Truck,Houston,Delivered,14-07-2023
SHP00344,Monitor,182,865.01,Digitron,WH-C,26-02-2023,Truck,Chicago,Delayed,01-03-2023
SHP00345,Phone,169,1423.28,NetSys,WH-C,18-07-2023,Rail,Los Angeles,Delivered,26-07-2023
SHP00346,Phone,173,769.58,NetSys,WH-B,17-01-2023,Truck,Phoenix,In Transit,24-01-2023
SHP00347,Tablet,474,601.75,GadgetPro,WH-C,15-10-2023,Air,Houston,Delayed,16-10-2023
SHP00348,Laptop,492,286.4,TechCorp,WH-A,24-02-2023,Air,New York,Delayed,02-03-2023
SHP00349,Phone,197,1190,TechCorp,WH-B,26-09-2023,Ship,Chicago,Delivered,03-10-2023
SHP00350,Keyboard,404,1114.94,TechCorp,WH-B,30-10-2023,Truck,Phoenix,Delayed,03-11-2023
SHP00351,Phone,200,607.31,NetSys,WH-C,28-03-2023,Air,Phoenix,Delivered,30-03-2023
SHP00352,Phone,414,86.53,Digitron,WH-B,14-11-2023,Air,Houston,Delayed,24-11-2023
SHP00353,Laptop,317,1266.55,GadgetPro,WH-A,29-01-2023,Air,New York,In Transit,07-02-2023
SHP00354,Monitor,265,66.56,Innovatek,WH-C,22-01-2023,Rail,Los Angeles,In Transit,29-01-2023
SHP00355,Phone,192,1070.36,Digitron,WH-C,17-11-2023,Truck,Phoenix,In Transit,18-11-2023
SHP00356,Tablet,126,1456.87,Innovatek,WH-B,12-10-2023,Rail,Phoenix,Delayed,20-10-2023
SHP00357,Monitor,291,684.61,Digitron,WH-B,17-02-2023,Rail,Phoenix,Delayed,20-02-2023
SHP00358,Keyboard,205,390.71,TechCorp,WH-B,05-01-2023,Air,Phoenix,In Transit,09-01-2023
SHP00359,Laptop,43,1072.06,NetSys,WH-C,07-09-2023,Air,Houston,In Transit,12-09-2023
SHP00360,Keyboard,61,1234.84,Innovatek,WH-B,12-06-2023,Ship,New York,Delivered,13-06-2023
SHP00361,Monitor,121,842.32,Digitron,WH-A,21-07-2023,Truck,Phoenix,Delivered,27-07-2023
SHP00362,Monitor,261,1452.2,NetSys,WH-B,11-04-2023,Truck,Los Angeles,In Transit,21-04-2023
SHP00363,Monitor,91,124.92,Innovatek,WH-B,12-03-2023,Air,Los Angeles,In Transit,18-03-2023
SHP00364,Keyboard,241,781.95,GadgetPro,WH-C,12-06-2023,Air,Chicago,Delayed,14-06-2023
SHP00365,Monitor,236,1091.76,Digitron,WH-B,22-06-2023,Truck,Phoenix,In Transit,02-07-2023
SHP00366,Keyboard,242,1300.83,GadgetPro,WH-C,21-05-2023,Ship,Phoenix,Delivered,27-05-2023
SHP00367,Monitor,230,309.92,TechCorp,WH-B,18-05-2023,Air,Phoenix,Delivered,26-05-2023
SHP00368,Tablet,445,1210.01,GadgetPro,WH-A,07-03-2023,Ship,Phoenix,Delivered,13-03-2023
SHP00369,Monitor,422,851.43,GadgetPro,WH-A,17-07-2023,Rail,Phoenix,Delivered,21-07-2023
SHP00370,Keyboard,431,625,Digitron,WH-C,24-11-2023,Air,Los Angeles,Delivered,28-11-2023
SHP00371,Phone,51,240.99,TechCorp,WH-C,16-08-2023,Rail,New York,Delivered,25-08-2023
SHP00372,Monitor,30,1304.68,GadgetPro,WH-B,08-10-2023,Air,New York,In Transit,14-10-2023
SHP00373,Phone,51,278.05,NetSys,WH-B,21-06-2023,Rail,Chicago,Delivered,29-06-2023
SHP00374,Tablet,406,499.19,Innovatek,WH-A,12-11-2023,Air,Los Angeles,Delivered,20-11-2023
SHP00375,Laptop,122,470.57,GadgetPro,WH-B,09-02-2023,Ship,Phoenix,Delivered,16-02-2023
SHP00376,Tablet,114,1313.55,TechCorp,WH-A,07-01-2023,Ship,New York,Delivered,10-01-2023
SHP00377,Monitor,201,1025.42,GadgetPro,WH-C,23-06-2023,Ship,Houston,In Transit,03-07-2023
SHP00378,Phone,26,1205.19,Innovatek,WH-B,31-05-2023,Rail,Houston,Delayed,01-06-2023
SHP00379,Phone,129,413.18,TechCorp,WH-C,30-07-2023,Ship,Houston,Delayed,04-08-2023
SHP00380,Keyboard,402,956.07,Digitron,WH-B,29-10-2023,Rail,Phoenix,Delayed,08-11-2023
SHP00381,Phone,434,879.03,TechCorp,WH-A,27-03-2023,Air,Phoenix,Delayed,06-04-2023
SHP00382,Keyboard,138,1257.6,Digitron,WH-C,10-09-2023,Rail,Chicago,Delivered,12-09-2023
SHP00383,Laptop,139,1363.83,TechCorp,WH-C,21-01-2023,Air,Chicago,Delayed,31-01-2023
SHP00384,Monitor,69,67.63,Innovatek,WH-B,14-09-2023,Truck,Chicago,Delayed,16-09-2023
SHP00385,Keyboard,57,1027.33,Innovatek,WH-C,02-02-2023,Truck,Houston,In Transit,09-02-2023
SHP00386,Laptop,38,125.16,TechCorp,WH-A,17-09-2023,Truck,Phoenix,In Transit,20-09-2023
SHP00387,Phone,106,845.85,GadgetPro,WH-C,22-08-2023,Rail,Houston,In Transit,30-08-2023
SHP00388,Phone,19,467.07,Innovatek,WH-C,03-01-2023,Truck,Chicago,Delivered,12-01-2023
SHP00389,Laptop,251,494.83,Digitron,WH-B,13-12-2023,Truck,Phoenix,Delivered,21-12-2023
SHP00390,Phone,323,561.79,Digitron,WH-C,04-11-2023,Truck,Los Angeles,Delivered,10-11-2023
SHP00391,Laptop,453,950.87,NetSys,WH-B,15-08-2023,Air,New York,In Transit,20-08-2023
SHP00392,Keyboard,241,534.37,Digitron,WH-B,11-10-2023,Ship,New York,Delayed,14-10-2023
SHP00393,Keyboard,286,1112.41,NetSys,WH-C,11-03-2023,Rail,Chicago,In Transit,14-03-2023
SHP00394,Laptop,293,636.56,TechCorp,WH-A,09-11-2023,Truck,Houston,Delivered,16-11-2023
SHP00395,Keyboard,212,149.11,TechCorp,WH-B,30-12-2023,Air,Los Angeles,In Transit,04-01-2024
SHP00396,Keyboard,256,1186.45,TechCorp,WH-C,11-09-2023,Ship,Phoenix,Delayed,17-09-2023
SHP00397,Keyboard,299,464.35,GadgetPro,WH-B,24-05-2023,Ship,Houston,Delivered,30-05-2023
SHP00398,Tablet,273,677.51,GadgetPro,WH-A,24-01-2023,Ship,Chicago,Delayed,02-02-2023
SHP00399,Monitor,452,1043.89,NetSys,WH-A,22-08-2023,Air,Houston,Delayed,23-08-2023
SHP00400,Phone,223,532.06,Digitron,WH-B,29-11-2023,Truck,Chicago,Delivered,07-12-2023
SHP00401,Tablet,209,132.05,Digitron,WH-A,24-06-2023,Ship,New York,Delayed,04-07-2023
SHP00402,Keyboard,442,592.19,TechCorp,WH-C,28-11-2023,Air,New York,In Transit,03-12-2023
SHP00403,Laptop,88,1419.45,Innovatek,WH-C,21-11-2023,Air,Houston,Delayed,27-11-2023
SHP00404,Keyboard,410,980.51,GadgetPro,WH-B,23-12-2023,Rail,Los Angeles,Delayed,29-12-2023
SHP00405,Monitor,453,1023.64,GadgetPro,WH-A,08-06-2023,Air,Phoenix,Delayed,09-06-2023
SHP00406,Keyboard,352,966.81,TechCorp,WH-C,14-12-2023,Ship,Chicago,In Transit,17-12-2023
SHP00407,Laptop,353,338.54,GadgetPro,WH-C,14-12-2023,Ship,Phoenix,Delayed,20-12-2023
SHP00408,Monitor,182,656.58,TechCorp,WH-C,13-10-2023,Air,New York,Delayed,22-10-2023
SHP00409,Keyboard,476,1138.86,NetSys,WH-B,18-01-2023,Ship,Los Angeles,In Transit,24-01-2023
SHP00410,Monitor,78,196.99,Digitron,WH-B,13-02-2023,Air,Los Angeles,Delivered,19-02-2023
SHP00411,Phone,425,452.89,Innovatek,WH-C,04-06-2023,Ship,Phoenix,Delivered,05-06-2023
SHP00412,Phone,437,450.66,Digitron,WH-C,21-12-2023,Rail,New York,Delivered,30-12-2023
SHP00413,Keyboard,458,676.43,Digitron,WH-A,19-08-2023,Truck,Phoenix,Delayed,23-08-2023
SHP00414,Monitor,96,1471.53,NetSys,WH-A,12-11-2023,Rail,Houston,Delivered,14-11-2023
SHP00415,Laptop,110,147.88,GadgetPro,WH-A,13-08-2023,Rail,Los Angeles,In Transit,14-08-2023
SHP00416,Keyboard,17,802.12,Innovatek,WH-B,05-08-2023,Truck,Los Angeles,Delayed,08-08-2023
SHP00417,Phone,342,310.08,GadgetPro,WH-C,25-02-2023,Ship,Houston,Delayed,28-02-2023
SHP00418,Phone,209,1457.48,Digitron,WH-B,31-01-2023,Truck,New York,Delayed,05-02-2023
SHP00419,Keyboard,96,214.29,TechCorp,WH-C,23-12-2023,Air,Los Angeles,Delivered,24-12-2023
SHP00420,Monitor,52,635.22,Digitron,WH-A,28-02-2023,Truck,Chicago,Delivered,07-03-2023
SHP00421,Phone,394,1119.93,GadgetPro,WH-A,19-12-2023,Rail,Chicago,Delivered,20-12-2023
SHP00422,Monitor,118,1071.6,Digitron,WH-A,23-08-2023,Truck,New York,Delayed,27-08-2023
SHP00423,Phone,444,662.96,TechCorp,WH-A,17-04-2023,Ship,Houston,In Transit,23-04-2023
SHP00424,Phone,417,552.46,NetSys,WH-C,10-07-2023,Rail,Phoenix,Delayed,11-07-2023
SHP00425,Tablet,492,626.54,GadgetPro,WH-A,18-01-2023,Air,New York,In Transit,25-01-2023
SHP00426,Phone,161,433.2,Digitron,WH-C,14-08-2023,Ship,Phoenix,Delayed,24-08-2023
SHP00427,Laptop,26,347.73,GadgetPro,WH-C,16-06-2023,Rail,New York,In Transit,23-06-2023
SHP00428,Keyboard,142,750.41,NetSys,WH-B,12-03-2023,Air,Chicago,Delayed,15-03-2023
SHP00429,Keyboard,157,439.37,Digitron,WH-A,28-12-2023,Ship,Houston,Delayed,01-01-2024
SHP00430,Monitor,286,466.82,Digitron,WH-A,23-02-2023,Air,Chicago,In Transit,01-03-2023
SHP00431,Phone,241,1002.3,GadgetPro,WH-B,02-09-2023,Truck,Houston,In Transit,09-09-2023
SHP00432,Laptop,323,1454.38,GadgetPro,WH-C,16-12-2023,Truck,Phoenix,In Transit,20-12-2023
SHP00433,Monitor,424,925.27,TechCorp,WH-A,17-03-2023,Air,New York,In Transit,27-03-2023
SHP00434,Tablet,375,161.62,NetSys,WH-C,04-02-2023,Truck,Los Angeles,In Transit,13-02-2023
SHP00435,Monitor,237,159.6,TechCorp,WH-B,24-09-2023,Air,Los Angeles,In Transit,03-10-2023
SHP00436,Monitor,148,1429.56,Digitron,WH-C,13-11-2023,Ship,Houston,In Transit,22-11-2023
SHP00437,Phone,445,481.07,GadgetPro,WH-A,27-10-2023,Rail,Houston,In Transit,06-11-2023
SHP00438,Tablet,408,183.5,Digitron,WH-C,01-05-2023,Air,Chicago,Delayed,07-05-2023
SHP00439,Monitor,220,918.61,Digitron,WH-C,20-11-2023,Rail,Los Angeles,In Transit,22-11-2023
SHP00440,Laptop,400,954.29,Innovatek,WH-A,25-01-2023,Rail,Chicago,In Transit,27-01-2023
SHP00441,Laptop,37,990.33,Innovatek,WH-A,09-06-2023,Air,Phoenix,Delayed,13-06-2023
SHP00442,Keyboard,60,437.73,Digitron,WH-C,25-03-2023,Truck,Los Angeles,Delayed,03-04-2023
SHP00443,Tablet,451,71.91,GadgetPro,WH-C,24-04-2023,Ship,Phoenix,Delivered,27-04-2023
SHP00444,Tablet,270,1449.27,Digitron,WH-B,11-08-2023,Rail,New York,Delivered,17-08-2023
SHP00445,Keyboard,270,413.79,Innovatek,WH-A,15-06-2023,Ship,Chicago,In Transit,17-06-2023
SHP00446,Monitor,359,1030.24,GadgetPro,WH-C,10-07-2023,Rail,Houston,In Transit,11-07-2023
SHP00447,Tablet,361,1074.61,Digitron,WH-A,24-06-2023,Air,Los Angeles,Delivered,29-06-2023
SHP00448,Laptop,17,934.51,NetSys,WH-B,01-01-2023,Truck,Chicago,Delivered,09-01-2023
SHP00449,Laptop,329,503.72,NetSys,WH-C,17-08-2023,Ship,Houston,In Transit,27-08-2023
SHP00450,Phone,147,443.09,Digitron,WH-C,27-03-2023,Rail,New York,Delivered,06-04-2023
SHP00451,Tablet,47,916.62,GadgetPro,WH-C,03-03-2023,Air,Los Angeles,In Transit,05-03-2023
SHP00452,Monitor,120,1305.84,Digitron,WH-A,16-11-2023,Air,Phoenix,Delayed,26-11-2023
SHP00453,Keyboard,489,1422.76,Digitron,WH-B,25-07-2023,Rail,New York,Delayed,03-08-2023
SHP00454,Keyboard,377,203.56,Innovatek,WH-A,15-04-2023,Rail,Houston,Delivered,23-04-2023
SHP00455,Monitor,229,274.5,NetSys,WH-C,14-11-2023,Rail,Los Angeles,Delayed,17-11-2023
SHP00456,Phone,346,1419.87,Innovatek,WH-B,18-10-2023,Truck,Los Angeles,Delayed,19-10-2023
SHP00457,Keyboard,232,1117.98,Innovatek,WH-C,07-09-2023,Rail,New York,Delayed,11-09-2023
SHP00458,Tablet,145,1330.34,Digitron,WH-C,13-01-2023,Rail,Los Angeles,Delayed,21-01-2023
SHP00459,Phone,265,343.82,Innovatek,WH-A,12-06-2023,Truck,Houston,In Transit,15-06-2023
SHP00460,Tablet,369,902,NetSys,WH-C,12-02-2023,Air,New York,In Transit,22-02-2023
SHP00461,Laptop,418,1066.65,Innovatek,WH-B,21-04-2023,Rail,Phoenix,Delivered,23-04-2023
SHP00462,Phone,338,1036.16,NetSys,WH-C,24-07-2023,Ship,New York,Delayed,31-07-2023
SHP00463,Keyboard,459,641.82,Innovatek,WH-C,13-09-2023,Air,New York,Delayed,17-09-2023
SHP00464,Phone,472,72.32,NetSys,WH-A,03-11-2023,Ship,Phoenix,Delayed,09-11-2023
SHP00465,Phone,443,895.24,Innovatek,WH-B,24-05-2023,Rail,Houston,Delivered,29-05-2023
SHP00466,Phone,460,417,Innovatek,WH-A,26-05-2023,Truck,Chicago,In Transit,28-05-2023
SHP00467,Phone,58,702.87,GadgetPro,WH-C,28-10-2023,Truck,Chicago,Delayed,07-11-2023
SHP00468,Tablet,301,1438.49,NetSys,WH-A,13-06-2023,Truck,Phoenix,In Transit,15-06-2023
SHP00469,Laptop,391,628.6,NetSys,WH-A,18-06-2023,Rail,Houston,Delivered,27-06-2023
SHP00470,Monitor,333,1267.71,NetSys,WH-A,25-10-2023,Rail,Los Angeles,In Transit,04-11-2023
SHP00471,Phone,87,323.38,TechCorp,WH-A,21-08-2023,Ship,Phoenix,Delayed,23-08-2023
SHP00472,Keyboard,114,1025.07,Innovatek,WH-C,28-09-2023,Truck,Chicago,In Transit,06-10-2023
SHP00473,Phone,178,1466.66,NetSys,WH-C,01-03-2023,Rail,Houston,In Transit,09-03-2023
SHP00474,Keyboard,226,197.74,TechCorp,WH-B,23-10-2023,Air,New York,Delivered,24-10-2023
SHP00475,Tablet,387,62.06,GadgetPro,WH-A,23-08-2023,Rail,Houston,Delivered,24-08-2023
SHP00476,Keyboard,128,678.7,NetSys,WH-A,14-06-2023,Rail,Houston,Delivered,18-06-2023
SHP00477,Monitor,199,184.31,NetSys,WH-B,13-07-2023,Air,Chicago,Delivered,15-07-2023
SHP00478,Laptop,264,1135.16,TechCorp,WH-A,22-08-2023,Truck,Chicago,In Transit,23-08-2023
SHP00479,Keyboard,379,1376.1,Innovatek,WH-B,02-07-2023,Air,Los Angeles,In Transit,11-07-2023
SHP00480,Keyboard,275,679.33,GadgetPro,WH-C,29-11-2023,Truck,Los Angeles,Delivered,02-12-2023
SHP00481,Laptop,158,425.13,NetSys,WH-B,20-08-2023,Air,Phoenix,Delivered,21-08-2023
SHP00482,Monitor,173,679.88,Innovatek,WH-A,27-12-2023,Ship,New York,Delayed,29-12-2023
SHP00483,Phone,149,1099,GadgetPro,WH-B,17-04-2023,Truck,Los Angeles,Delayed,25-04-2023
SHP00484,Keyboard,356,63.13,Digitron,WH-C,11-08-2023,Rail,Chicago,Delivered,16-08-2023
SHP00485,Laptop,497,904.71,Digitron,WH-A,21-03-2023,Ship,Houston,In Transit,28-03-2023
SHP00486,Tablet,267,939.27,GadgetPro,WH-C,22-08-2023,Truck,Phoenix,Delivered,28-08-2023
SHP00487,Laptop,383,974.65,TechCorp,WH-C,03-07-2023,Truck,Los Angeles,In Transit,04-07-2023
SHP00488,Tablet,278,400.93,GadgetPro,WH-B,04-07-2023,Truck,Houston,In Transit,10-07-2023
SHP00489,Monitor,190,1085.38,GadgetPro,WH-C,14-05-2023,Air,Houston,Delayed,21-05-2023
SHP00490,Phone,169,182.52,TechCorp,WH-A,08-08-2023,Truck,Los Angeles,Delivered,12-08-2023
SHP00491,Laptop,360,338.94,TechCorp,WH-C,15-10-2023,Rail,New York,Delivered,23-10-2023
SHP00492,Keyboard,409,1322.33,Innovatek,WH-C,30-12-2023,Truck,New York,In Transit,07-01-2024
SHP00493,Monitor,297,1121.15,Innovatek,WH-B,21-07-2023,Rail,Phoenix,Delivered,28-07-2023
SHP00494,Laptop,297,69.93,TechCorp,WH-C,26-05-2023,Rail,New York,Delayed,28-05-2023
SHP00495,Keyboard,389,410.15,Digitron,WH-B,20-11-2023,Rail,Phoenix,Delayed,26-11-2023
SHP00496,Laptop,235,360.89,Digitron,WH-B,07-05-2023,Ship,Chicago,Delivered,13-05-2023
SHP00497,Tablet,20,442.67,GadgetPro,WH-A,15-05-2023,Rail,Los Angeles,Delivered,22-05-2023
